Sample,Final_U238Pb206,Final_U238Pb206__2SE,Final_Pb207Pb206,Final_Pb207Pb206__2SE,238,207,,
2,3.647608997,0.060651043,0.102391461,0.001349054,1.662761635,1.317545415,0.030325522,0.000674527
2,27.17681832,1.527252356,0.09967347,0.001311093,5.619687846,1.315388137,0.763626178,0.000655547
2,8.114975146,0.266873897,0.075162596,0.000988648,3.28865945,1.315345734,0.133436949,0.000494324
2,6.012412267,0.152647027,0.074543468,0.000979578,2.538864938,1.314103068,0.076323514,0.000489789
2,4.167486553,0.054472822,0.090239281,0.001182969,1.307090528,1.310924674,0.027236411,0.000591485
2,4.503336401,0.065564893,0.086804861,0.001134757,1.455918172,1.307250524,0.032782447,0.000567379
2,4.741851854,0.106739065,0.10262564,0.001336464,2.250999573,1.30227105,0.053369533,0.000668232
2,3.635673428,0.075822819,0.103723896,0.001350499,2.08552337,1.302013376,0.03791141,0.00067525
2,4.892533072,0.118733526,0.101731216,0.001322688,2.426831342,1.300179092,0.059366763,0.000661344
2,4.647367949,0.129074032,0.090314633,0.001167251,2.777357709,1.29242733,0.064537016,0.000583626
2,3.752900503,0.085610126,0.103274285,0.001333372,2.281172281,1.291097779,0.042805063,0.000666686
2,3.998850554,0.057447462,0.105304421,0.001352263,1.436599373,1.284146465,0.028723731,0.000676132
2,5.323604226,0.136227746,0.103883388,0.001329157,2.558938272,1.279470207,0.068113873,0.000664579
2,5.8257439,0.223911071,0.090959165,0.001162821,3.843476041,1.278398939,0.111955536,0.000581411
2,4.094370448,0.106403372,0.106271812,0.001354751,2.598772469,1.274798062,0.053201686,0.000677376
2,16.80606679,0.998680552,0.100234597,0.001270051,5.942381192,1.267078472,0.499340276,0.000635026
2,7.050856821,0.188206203,0.07503415,0.000943003,2.669267123,1.256765086,0.094103102,0.000471502
2,5.405016874,0.103452892,0.088155725,0.001107137,1.914016078,1.255887805,0.051726446,0.000553569
2,10.01654206,0.258486033,0.090517808,0.001135918,2.5805915,1.254911078,0.129243017,0.000567959
2,3.951365473,0.093323304,0.105668557,0.001325129,2.361798842,1.254042865,0.046661652,0.000662565
2,3.855215505,0.134670595,0.103146769,0.001287314,3.493205369,1.248041032,0.067335298,0.000643657
2,5.846799911,0.071209624,0.075423658,0.00093992,1.217924764,1.246187237,0.035604812,0.00046996
2,6.992899811,0.139317636,0.089431441,0.001105655,1.99227273,1.236315761,0.069658818,0.000552828
2,22.53311695,1.580313149,0.100842965,0.001245954,7.013291381,1.23553884,0.790156575,0.000622977
2,6.158136168,0.138443432,0.086341011,0.0010657,2.248138531,1.234291778,0.069221716,0.00053285
2,4.144198451,0.096549402,0.103486188,0.001274739,2.329748518,1.231796266,0.048274701,0.00063737
2,11.74804985,0.809995611,0.09975879,0.001225595,6.894723987,1.228558406,0.404997806,0.000612798
2,5.978842892,0.146996477,0.103370909,0.001263104,2.458610799,1.221914378,0.073498239,0.000631552
2,6.634524891,0.144558645,0.075565248,0.000918874,2.178884658,1.216000773,0.072279323,0.000459437
2,5.067368746,0.083428564,0.089470875,0.001083804,1.646388258,1.211348386,0.041714282,0.000541902
2,8.365872264,0.743573427,0.103022976,0.001242902,8.888175716,1.206431855,0.371786714,0.000621451
2,5.890313544,0.128594775,0.077656875,0.000930404,2.183156704,1.198096112,0.064297388,0.000465202
2,3.936272583,0.132779263,0.101244796,0.001198163,3.373223277,1.18343169,0.066389632,0.000599082
2,3.32803604,0.05161469,0.103882408,0.00122864,1.55090538,1.18272191,0.025807345,0.00061432
2,7.049134741,0.447828052,0.102176549,0.001208459,6.352950659,1.182716594,0.223914026,0.00060423
2,6.335815047,0.238725156,0.089141422,0.001046764,3.767868131,1.174273392,0.119362578,0.000523382
2,9.21848204,0.203019236,0.075791864,0.000889178,2.202306574,1.173183971,0.101509618,0.000444589
2,5.290205903,0.159589865,0.105706049,0.00121328,3.016704225,1.147786727,0.079794933,0.00060664
2,3.45761501,0.056961702,0.103876917,0.001190667,1.647427543,1.146228666,0.028480851,0.000595334
2,4.27493884,0.147387997,0.104717025,0.001198746,3.447721769,1.144747953,0.073693999,0.000599373
2,12.7712118,0.32973249,0.09979679,0.001140452,2.581841842,1.142774232,0.164866245,0.000570226
2,5.369196519,0.134182043,0.106026985,0.001210956,2.499108433,1.142120565,0.067091022,0.000605478
2,4.285911548,0.193673751,0.103046794,0.001176381,4.518846197,1.141598835,0.096836876,0.000588191
2,4.858028717,0.173178257,0.102946537,0.001172651,3.564784547,1.139087369,0.086589129,0.000586326
2,4.850449152,0.231030289,0.105439549,0.001199767,4.763070012,1.1378719,0.115515145,0.000599884
2,3.507165322,0.052280705,0.106079454,0.00120447,1.490682651,1.135441365,0.026140353,0.000602235
2,5.354288309,0.136114146,0.090166436,0.001019839,2.542151975,1.131062783,0.068057073,0.00050992
2,4.895489555,0.184769126,0.105028212,0.00118648,3.774272704,1.129677424,0.092384563,0.00059324
2,10.51006867,0.461356736,0.087483317,0.000985299,4.389664335,1.126270738,0.230678368,0.00049265
2,18.54483346,1.310911266,0.075384712,0.000840447,7.068875915,1.114877245,0.655455633,0.000420224
2,6.551264018,0.231161869,0.074630265,0.00083179,3.528507909,1.114547831,0.115580935,0.000415895
2,6.321722505,0.373213536,0.103400363,0.001140401,5.903668434,1.102898449,0.186606768,0.000570201
2,3.47962542,0.046705848,0.104057458,0.001107961,1.342266548,1.064758857,0.023352924,0.000553981
2,6.7811975,0.116424828,0.091999925,0.00097934,1.716877115,1.064500868,0.058212414,0.00048967
2,8.971461496,0.734909471,0.091567869,0.000961752,8.191636015,1.050316023,0.367454736,0.000480876
2,23.77220904,1.821900201,0.100601517,0.001044549,7.663992008,1.038303428,0.910950101,0.000522275
2,8.143796746,0.256187803,0.087676836,0.000909772,3.145803008,1.037642371,0.128093902,0.000454886
2,5.886603705,0.127010328,0.090341085,0.000935364,2.157616418,1.035369456,0.063505164,0.000467682
2,4.308240862,0.21973545,0.105519958,0.001091251,5.100352024,1.034165499,0.109867725,0.000545626
2,6.827176847,0.575145545,0.08881534,0.000905016,8.424353988,1.018986135,0.287572773,0.000452508
2,4.389283747,0.096472451,0.089278642,0.000898626,2.197908738,1.006540848,0.048236226,0.000449313
2,5.112334082,0.09821819,0.103712768,0.001043598,1.92120054,1.006238692,0.049109095,0.000521799
2,6.583100983,0.262631255,0.08651158,0.000867433,3.989476322,1.002678485,0.131315628,0.000433717
2,22.29814846,0.72768638,0.097034462,0.000968153,3.263438582,0.9977414,0.36384319,0.000484077
2,3.807922563,0.051291555,0.103447442,0.001014637,1.346969487,0.980823673,0.025645778,0.000507319
2,6.210504006,0.115436852,0.089644835,0.000878249,1.85873565,0.979698384,0.057718426,0.000439125
2,10.07481589,0.315954523,0.102832908,0.001004903,3.136082351,0.977219277,0.157977262,0.000502452
2,4.317475773,0.146673718,0.10475244,0.001017696,3.397209984,0.971524864,0.073336859,0.000508848
2,5.057664799,0.180864019,0.104640703,0.00101154,3.576038077,0.966679285,0.09043201,0.00050577
2,4.10972013,0.067994401,0.103480916,0.000990812,1.654477649,0.957482827,0.033997201,0.000495406
2,4.633323205,0.09181201,0.08698101,0.000828585,1.981558504,0.952604482,0.045906005,0.000414293
2,4.646190555,0.164906312,0.108508537,0.001026432,3.549279997,0.945945848,0.082453156,0.000513216
2,10.45507353,0.736434448,0.089281749,0.000841606,7.043799796,0.942640584,0.368217224,0.000420803
2,4.689742108,0.094792845,0.10457009,0.0009777,2.021280548,0.934970985,0.047396423,0.00048885
2,5.685484935,0.400674223,0.103671837,0.000965841,7.047318348,0.931632956,0.200337112,0.000482921
2,4.684430732,0.079196923,0.105608181,0.000974391,1.690641351,0.922647271,0.039598462,0.000487196
2,14.95503632,0.847412308,0.105230419,0.00095974,5.666400869,0.912036661,0.423706154,0.00047987
2,4.241286605,0.088256482,0.10304858,0.000932281,2.080889367,0.904700482,0.044128241,0.000466141
2,27.2004378,1.196574216,0.097107379,0.000877524,4.399099106,0.903663562,0.598287108,0.000438762
2,9.636310255,0.415850483,0.089400253,0.000795072,4.315453446,0.889339765,0.207925242,0.000397536
2,9.455369848,0.551528715,0.099844087,0.000885447,5.832968185,0.886829683,0.275764358,0.000442724
2,15.54830504,0.870774579,0.100300016,0.000877838,5.600446973,0.875212223,0.43538729,0.000438919
2,4.147569607,0.069668364,0.105428858,0.000921903,1.679739476,0.874431363,0.034834182,0.000460952
2,3.470234956,0.042433619,0.103552084,0.000902964,1.222788069,0.871990176,0.02121681,0.000451482
2,8.539017993,0.245141296,0.101648781,0.000869128,2.870837094,0.855030421,0.122570648,0.000434564
2,5.904920204,0.157208675,0.10185026,0.000855157,2.662333606,0.839621813,0.078604338,0.000427579
2,7.752723297,0.237848545,0.090328326,0.000731338,3.067935432,0.809644142,0.118924273,0.000365669
2,6.266942577,0.228226296,0.103242073,0.000827506,3.641748639,0.801520132,0.114113148,0.000413753
2,3.580926494,0.061045606,0.102576425,0.000774975,1.704743342,0.755509855,0.030522803,0.000387488
2,6.753857722,0.30805585,0.105030689,0.000781119,4.561183588,0.74370549,0.154027925,0.00039056
