Geochronid	Grp no	Spot no	Grain spot	238U(ppm)	232Th(ppm)	232Th_238U	f(%)	238U_206Pb	238U_206Pb_er	207Pb_206Pb	207Pb_206Pb_er	238U_206Pb*	238U_206Pb*_er	207Pb*_206*Pb	207Pb*_206*Pb_er	238U_206Pb*_age	238U_206Pb*_age_er	207Pb*_206Pb*_age	207Pb*_206Pb*_age_er	Disc(%)	Calibration Uncertainty included	calibration const	1 sigma external error	1 sigma internal error	ComPb_cor_meth
GSWA_214315.1	I	11	315-11.1	272.9976253604	216.8469907651	0.8205307323	0.2394734921	1.9768617741	0.0199836961	0.1864139808	0.0008611622	1.9816071980	0.0200564245	0.1842682256	0.0009724741	2633.7099224088	22.0687705451	2691.6657130948	8.7204256540	2.1545000000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	12	315-12.1	134.2202483836	70.8088846635	0.5449667896	0.1408368213	1.9913045592	0.0253877834	0.1849384602	0.0011266992	1.9941130046	0.0254408692	0.1836764550	0.0012035784	2620.1365784076	27.7634238022	2686.3492879238	10.8329759767	2.4572000000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	13	315-13.1	152.2258736084	84.1995641770	0.5713755995	0.0137943519	1.9585636097	0.0239330958	0.1859354403	0.0010707886	1.9588338181	0.0239379232	0.1858118409	0.0010779689	2658.7971309122	26.8980083983	2705.4411607029	9.5737674985	1.7006000000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	14	315-14.1	222.9282428615	204.6761794742	0.9484239892	0.0992158145	2.1180789766	0.0231135409	0.1846134879	0.0009664451	2.1201825330	0.0231471406	0.1837244863	0.0010113578	2490.8255846951	22.7647422780	2686.7815349745	9.1001185485	7.2944000000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	15	315-15.1	254.1529057126	187.3509902593	0.7614847936	0.0665437956	1.9634139754	0.0201767472	0.1846822378	0.0008623211	1.9647213756	0.0201954804	0.1840859365	0.0008879968	2652.2650457762	22.5431806035	2690.0301452104	7.9720049246	1.4126000000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	16	315-16.1	318.0126111723	99.0665547130	0.3217977760	0.0626492220	1.9479103118	0.0189459252	0.1850992208	0.0045505961	1.9491314275	0.0189621770	0.1845378285	0.0045572464	2669.6331609905	21.4385064958	2694.0812705008	40.7970544742	0.8908700000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	17	315-17.1	122.0038910157	18.9410197669	0.1603725361	-0.0186504952	1.9159989899	0.0260685689	0.1868997250	0.0012282483	1.9156417132	0.0260661557	0.1870668258	0.0012392521	2707.7342307214	30.4278599032	2716.5438368929	10.9210227168	0.3312500000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
GSWA_214315.1	I	18	315-18.1	201.8039420559	106.7791384817	0.5465842190	0.0679029537	1.9448463944	0.0222437158	0.1830581329	0.0009800051	1.9461678999	0.0222653766	0.1824496535	0.0010113343	2672.9608340083	25.2729591911	2675.2644705649	9.1734302387	0.0747660000	TRUE	0.0045728572	0.5000000000	0.1890541471	204
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
