sample_id,geochronid,analysis_document,group_id,spot_no,grain_spot,u238_ppm,th232_ppm,th232_u238,f204_pct,u238_pb206_ratio,u238_pb206_ratio_1sigma,pb207_pb206_ratio,pb207_pb206_ratio_1sigma,u238_pb206_star_ratio,u238_pb206_star_ratio_1sigma,pb207_star_pb206_star_ratio,pb207_star_pb206_star_ratio_1sigma,u238_pb206_star_date_ma,u238_pb206_star_date_1sigma_ma,pb207_star_pb206_star_date_ma,pb207_star_pb206_star_date_1sigma_ma,disc_pct
242405,242405.1,242405.1.pdf,I,11,11.1,214,81,0.38,0.018,1.760,0.017,0.21171,0.00114,1.760,0.017,0.21155,0.00115,2901,23,2917,9,0.6
242405,242405.1,242405.1.pdf,I,8,8.1,344,150,0.44,0.060,1.774,0.020,0.21282,0.00100,1.775,0.020,0.21230,0.00102,2881,27,2923,8,1.4
242405,242405.1,242405.1.pdf,I,2,2.1,137,65,0.48,0.083,1.765,0.020,0.21303,0.00133,1.767,0.020,0.21231,0.00137,2891,27,2923,10,1.1
242405,242405.1,242405.1.pdf,I,4,4.1,293,111,0.38,0.007,1.764,0.016,0.21244,0.00105,1.764,0.016,0.21238,0.00105,2895,21,2924,8,1.0
242405,242405.1,242405.1.pdf,I,3,3.1,194,69,0.36,0.108,1.963,0.020,0.21350,0.00122,1.965,0.020,0.21254,0.00126,2652,22,2925,10,9.3
242405,242405.1,242405.1.pdf,I,13,13.1,225,119,0.53,-0.017,1.775,0.017,0.21261,0.00114,1.775,0.017,0.21276,0.00114,2881,23,2927,9,1.6
242405,242405.1,242405.1.pdf,I,5,5.1,477,325,0.68,0.139,1.831,0.014,0.21402,0.00093,1.834,0.014,0.21279,0.00096,2806,18,2927,7,4.1
242405,242405.1,242405.1.pdf,I,15,15.1,306,349,1.14,0.039,1.785,0.016,0.21314,0.00105,1.786,0.016,0.21279,0.00106,2867,21,2927,8,2.0
242405,242405.1,242405.1.pdf,I,16,16.1,405,176,0.43,0.030,1.839,0.015,0.21391,0.00138,1.839,0.015,0.21364,0.00138,2799,19,2933,10,4.6
242405,242405.1,242405.1.pdf,I,7,7.1,176,112,0.64,0.259,2.246,0.023,0.21596,0.00129,2.252,0.023,0.21367,0.00138,2369,20,2934,10,19.2
242405,242405.1,242405.1.pdf,I,6,6.1,185,95,0.51,0.037,1.986,0.030,0.21421,0.00128,1.986,0.030,0.21389,0.00130,2629,33,2935,10,10.4
242405,242405.1,242405.1.pdf,I,10,10.1,267,178,0.67,-0.007,1.954,0.018,0.21390,0.00182,1.954,0.018,0.21396,0.00182,2664,20,2936,14,9.2
242405,242405.1,242405.1.pdf,I,14,14.1,186,73,0.39,0.011,1.789,0.018,0.21473,0.00125,1.790,0.018,0.21463,0.00126,2862,24,2941,9,2.7
242405,242405.1,242405.1.pdf,I,12,12.1,166,96,0.58,0.034,1.750,0.018,0.21508,0.00125,1.750,0.018,0.21478,0.00126,2914,25,2942,10,1.0
242405,242405.1,242405.1.pdf,D,9,9.1,125,178,1.43,0.513,3.212,0.066,0.21892,0.00337,3.229,0.067,0.21438,0.00356,1739,32,2939,27,40.8
242407,242407.1,242407.1.pdf,I,3,3.1,120,72,0.60,0.061,1.732,0.020,0.21223,0.00139,1.733,0.020,0.21168,0.00142,2936,28,2918,11,-0.6
242407,242407.1,242407.1.pdf,I,11,11.1,118,80,0.67,0.016,1.737,0.021,0.21211,0.00140,1.738,0.021,0.21197,0.00141,2931,28,2921,11,-0.3
242407,242407.1,242407.1.pdf,I,2,2.1,62,35,0.57,0.000,1.741,0.026,0.21213,0.00180,1.741,0.026,0.21213,0.00180,2926,36,2922,14,-0.1
242407,242407.1,242407.1.pdf,I,7,7.1,120,89,0.74,0.047,1.761,0.021,0.21298,0.00139,1.761,0.021,0.21256,0.00141,2899,27,2925,11,0.9
242407,242407.1,242407.1.pdf,I,8,8.1,202,79,0.39,-0.009,1.793,0.018,0.21254,0.00115,1.793,0.018,0.21262,0.00115,2857,23,2926,9,2.3
242407,242407.1,242407.1.pdf,I,12,12.1,209,120,0.58,0.019,1.727,0.017,0.21306,0.00118,1.728,0.017,0.21289,0.00119,2944,24,2928,9,-0.6
242407,242407.1,242407.1.pdf,I,16,16.1,132,42,0.32,0.029,1.776,0.020,0.21336,0.00135,1.777,0.020,0.21310,0.00137,2878,27,2929,10,1.7
242407,242407.1,242407.1.pdf,I,13,13.1,175,114,0.65,0.000,1.759,0.018,0.21340,0.00179,1.759,0.018,0.21340,0.00179,2902,25,2932,14,1.0
242407,242407.1,242407.1.pdf,I,1,1.1,131,76,0.58,0.000,1.715,0.020,0.21341,0.00138,1.715,0.020,0.21341,0.00138,2962,27,2932,10,-1.0
242407,242407.1,242407.1.pdf,I,14,14.1,177,100,0.57,0.060,1.773,0.018,0.21408,0.00120,1.774,0.018,0.21354,0.00122,2882,24,2933,9,1.7
242407,242407.1,242407.1.pdf,I,5,5.1,134,70,0.52,0.014,1.770,0.020,0.21391,0.00135,1.770,0.020,0.21379,0.00136,2887,26,2934,10,1.6
242407,242407.1,242407.1.pdf,I,9,9.1,112,71,0.64,0.033,1.791,0.023,0.21435,0.00143,1.791,0.023,0.21406,0.00145,2859,29,2937,11,2.6
242407,242407.1,242407.1.pdf,I,15,15.1,182,104,0.57,0.000,1.793,0.018,0.21480,0.00124,1.793,0.018,0.21480,0.00124,2857,24,2942,9,2.9
242407,242407.1,242407.1.pdf,I,10,10.1,185,108,0.58,0.021,1.738,0.018,0.21534,0.00122,1.739,0.018,0.21515,0.00123,2929,24,2945,9,0.5
242407,242407.1,242407.1.pdf,I,4,4.1,185,72,0.39,-0.011,1.764,0.018,0.21522,0.00123,1.763,0.018,0.21532,0.00123,2896,24,2946,9,1.7
242407,242407.1,242407.1.pdf,I,6,6.1,169,138,0.81,0.011,1.754,0.018,0.21612,0.00304,1.754,0.018,0.21602,0.00304,2908,25,2951,23,1.5
242652,242652.1,242652.1.pdf,I,32,13.2,133,36,0.27,0.038,1.772,0.019,0.21622,0.00148,1.773,0.019,0.21588,0.00131,2883,25,2950,10,2.3
242652,242652.1,242652.1.pdf,I,26,25.1,179,84,0.47,0.027,1.761,0.017,0.21638,0.00086,1.762,0.017,0.21614,0.00168,2898,22,2952,13,1.8
242652,242652.1,242652.1.pdf,I,36,30.1,173,66,0.38,0.029,1.793,0.018,0.21643,0.00085,1.794,0.018,0.21617,0.00120,2856,23,2952,9,3.3
242652,242652.1,242652.1.pdf,I,19,19.1,147,56,0.38,0.080,1.707,0.046,0.21695,0.00155,1.709,0.046,0.21624,0.00158,2970,67,2953,12,-0.6
242652,242652.1,242652.1.pdf,I,8,8.1,179,76,0.43,0.050,1.773,0.033,0.21692,0.00098,1.774,0.033,0.21648,0.00100,2882,44,2955,7,2.5
242652,242652.1,242652.1.pdf,I,6,6.1,137,39,0.29,0.061,1.771,0.028,0.21725,0.00108,1.772,0.028,0.21671,0.00110,2885,38,2956,8,2.4
242652,242652.1,242652.1.pdf,I,13,13.1,195,100,0.52,0.014,1.804,0.049,0.21716,0.00149,1.805,0.049,0.21703,0.00149,2843,64,2959,11,3.9
242652,242652.1,242652.1.pdf,I,7,7.1,542,396,0.73,0.042,1.785,0.025,0.21744,0.00055,1.785,0.025,0.21707,0.00056,2867,33,2959,4,3.1
242652,242652.1,242652.1.pdf,I,3,3.1,104,49,0.47,-0.055,1.814,0.040,0.21726,0.00132,1.813,0.040,0.21775,0.00135,2832,51,2964,10,4.5
242652,242652.1,242652.1.pdf,I,27,26.1,181,80,0.44,0.030,1.705,0.017,0.21811,0.00128,1.705,0.017,0.21784,0.00122,2975,24,2965,9,-0.3
242652,242652.1,242652.1.pdf,I,11,11.1,192,123,0.64,0.036,1.725,0.026,0.21837,0.00093,1.725,0.026,0.21805,0.00095,2947,37,2966,7,0.6
242652,242652.1,242652.1.pdf,I,10,10.1,199,107,0.54,0.017,1.701,0.026,0.21844,0.00090,1.701,0.026,0.21829,0.00091,2980,37,2968,7,-0.4
242652,242652.1,242652.1.pdf,I,5,5.1,208,101,0.49,0.032,1.775,0.027,0.21862,0.00088,1.776,0.027,0.21833,0.00089,2880,35,2968,7,3.0
242652,242652.1,242652.1.pdf,I,9,9.1,168,81,0.48,0.050,1.760,0.027,0.21887,0.00099,1.760,0.027,0.21842,0.00101,2900,37,2969,7,2.3
242652,242652.1,242652.1.pdf,X,20,20.1,404,191,0.47,0.040,1.798,0.050,0.21992,0.00123,1.799,0.050,0.21956,0.00124,2850,66,2977,9,4.3
242652,242652.1,242652.1.pdf,X,28,18.2,327,146,0.44,0.018,1.709,0.014,0.22037,0.00092,1.709,0.014,0.22021,0.00105,2970,20,2982,8,0.4
242652,242652.1,242652.1.pdf,X,33,27.1,276,115,0.42,0.064,1.739,0.015,0.22132,0.00111,1.740,0.015,0.22075,0.00108,2927,21,2986,8,2.0
242652,242652.1,242652.1.pdf,X,25,24.2,546,328,0.60,0.047,1.699,0.013,0.22119,0.00109,1.700,0.013,0.22077,0.00090,2983,19,2986,7,0.1
242652,242652.1,242652.1.pdf,X,22,22.1,324,242,0.75,0.007,1.682,0.050,0.22095,0.00123,1.682,0.050,0.22089,0.00123,3007,73,2987,9,-0.7
242652,242652.1,242652.1.pdf,X,34,28.1,703,567,0.81,0.011,1.726,0.012,0.22140,0.00104,1.726,0.012,0.22130,0.00085,2946,17,2990,6,1.5
242652,242652.1,242652.1.pdf,X,29,17.2,483,354,0.73,0.020,1.735,0.013,0.22148,0.00083,1.735,0.013,0.22130,0.00091,2934,18,2990,7,1.9
242652,242652.1,242652.1.pdf,X,21,21.1,593,378,0.64,-0.012,1.715,0.046,0.22132,0.00112,1.715,0.046,0.22143,0.00112,2962,67,2991,8,1.0
242652,242652.1,242652.1.pdf,X,15,15.1,583,336,0.58,-0.015,1.803,0.052,0.22156,0.00116,1.803,0.052,0.22169,0.00116,2845,69,2993,8,4.9
242652,242652.1,242652.1.pdf,X,31,15.2,601,401,0.67,-0.012,1.762,0.013,0.22174,0.00116,1.762,0.013,0.22184,0.00089,2898,17,2994,6,3.2
242652,242652.1,242652.1.pdf,X,14,14.1,559,371,0.66,0.004,1.687,0.055,0.22224,0.00185,1.687,0.055,0.22221,0.00185,3001,80,2997,13,-0.1
242652,242652.1,242652.1.pdf,X,4,4.1,284,199,0.70,0.013,1.765,0.026,0.22237,0.00080,1.765,0.026,0.22226,0.00081,2893,35,2997,6,3.5
242652,242652.1,242652.1.pdf,X,23,23.1,385,273,0.71,-0.018,1.646,0.043,0.22210,0.00121,1.645,0.043,0.22226,0.00121,3061,66,2997,9,-2.1
242652,242652.1,242652.1.pdf,X,17,17.1,586,315,0.54,0.017,1.714,0.045,0.22248,0.00114,1.715,0.045,0.22232,0.00114,2962,64,2998,8,1.2
242652,242652.1,242652.1.pdf,X,12,12.1,320,254,0.79,0.032,1.724,0.025,0.22274,0.00074,1.725,0.025,0.22246,0.00075,2948,35,2999,5,1.7
242652,242652.1,242652.1.pdf,X,24,24.1,349,125,0.36,0.031,1.658,0.048,0.22279,0.00121,1.658,0.048,0.22252,0.00122,3042,73,2999,9,-1.4
242652,242652.1,242652.1.pdf,X,2,2.1,627,419,0.67,0.041,1.780,0.024,0.22334,0.00056,1.780,0.024,0.22297,0.00056,2874,33,3002,4,4.3
242652,242652.1,242652.1.pdf,P,1,1.1,64,26,0.40,0.051,1.688,0.031,0.21540,0.00155,1.689,0.031,0.21494,0.00159,2998,45,2943,12,-1.9
242652,242652.1,242652.1.pdf,D,35,29.1,118,46,0.39,0.144,1.854,0.020,0.21980,0.00085,1.857,0.020,0.21853,0.00138,2778,25,2970,10,6.5
242652,242652.1,242652.1.pdf,D,30,16.2,194,102,0.53,0.094,1.805,0.017,0.22424,0.00090,1.807,0.017,0.22342,0.00181,2840,22,3005,13,5.5
242652,242652.1,242652.1.pdf,D,18,18.1,556,288,0.52,-0.009,2.388,0.066,0.22546,0.00133,2.387,0.066,0.22554,0.00134,2255,54,3021,10,25.3
242652,242652.1,242652.1.pdf,D,16,16.1,377,191,0.51,0.115,3.596,0.101,0.23135,0.00263,3.600,0.101,0.23033,0.00273,1580,40,3054,19,48.3
242672,242672.1,242672.1.pdf,I,3,3.1,286,216,0.75,0.000,1.712,0.017,0.22096,0.00117,1.712,0.017,0.22096,0.00117,2966,24,2988,9,0.7
242672,242672.1,242672.1.pdf,I,4,4.1,299,224,0.75,0.017,1.723,0.017,0.22171,0.00116,1.723,0.017,0.22156,0.00117,2951,24,2992,8,1.4
242672,242672.1,242672.1.pdf,I,5,5.1,217,138,0.64,0.036,1.711,0.019,0.22190,0.00130,1.711,0.019,0.22158,0.00131,2966,26,2992,10,0.9
242672,242672.1,242672.1.pdf,I,10,10.1,239,157,0.66,-0.012,1.682,0.034,0.22200,0.00128,1.682,0.034,0.22211,0.00129,3008,48,2996,9,-0.4
242672,242672.1,242672.1.pdf,I,6,6.1,253,182,0.72,0.039,1.739,0.018,0.22274,0.00121,1.739,0.018,0.22239,0.00122,2928,25,2998,9,2.3
242672,242672.1,242672.1.pdf,I,11,11.1,355,393,1.11,0.123,1.881,0.018,0.22372,0.00115,1.884,0.018,0.22264,0.00119,2745,22,3000,9,8.5
242672,242672.1,242672.1.pdf,I,7,7.1,285,197,0.69,-0.026,1.748,0.017,0.22253,0.00117,1.747,0.017,0.22276,0.00118,2918,24,3001,9,2.8
242672,242672.1,242672.1.pdf,I,9,9.1,277,167,0.60,0.050,1.727,0.018,0.22351,0.00122,1.727,0.018,0.22307,0.00124,2944,25,3003,9,2.0
242672,242672.1,242672.1.pdf,I,13,13.1,353,239,0.68,0.000,1.706,0.016,0.22319,0.00111,1.706,0.016,0.22319,0.00111,2974,23,3004,8,1.0
242672,242672.1,242672.1.pdf,I,16,16.1,224,151,0.67,-0.011,1.749,0.019,0.22310,0.00126,1.748,0.019,0.22319,0.00126,2916,25,3004,9,2.9
242672,242672.1,242672.1.pdf,I,15,15.1,182,96,0.53,-0.029,1.755,0.020,0.22308,0.00140,1.754,0.020,0.22334,0.00141,2908,27,3005,10,3.2
242672,242672.1,242672.1.pdf,I,2,2.1,323,276,0.86,-0.039,1.713,0.017,0.22313,0.00113,1.712,0.017,0.22347,0.00114,2966,24,3006,8,1.3
242672,242672.1,242672.1.pdf,I,1,1.1,201,135,0.67,-0.049,1.713,0.019,0.22310,0.00131,1.712,0.019,0.22354,0.00133,2966,27,3006,10,1.4
242672,242672.1,242672.1.pdf,I,14,14.1,318,196,0.61,0.016,1.708,0.017,0.22375,0.00114,1.708,0.017,0.22361,0.00114,2971,24,3007,8,1.2
242672,242672.1,242672.1.pdf,I,12,12.1,362,284,0.79,0.039,1.714,0.017,0.22412,0.00113,1.714,0.017,0.22378,0.00114,2962,23,3008,8,1.5
242672,242672.1,242672.1.pdf,I,8,8.1,372,294,0.79,0.028,1.705,0.016,0.22418,0.00110,1.706,0.016,0.22393,0.00111,2974,23,3009,8,1.2
242672,242672.1,242672.1.pdf,I,17,17.1,340,285,0.84,-0.017,1.707,0.017,0.22426,0.00116,1.707,0.017,0.22440,0.00116,2973,24,3013,8,1.3
242695,242695.1,242695.1.pdf,I,8,8.1,215,185,0.86,0.000,1.895,0.024,0.18958,0.00099,1.895,0.024,0.18958,0.00099,2732,29,2739,9,0.3
242695,242695.1,242695.1.pdf,I,15,15.1,236,216,0.92,0.061,1.935,0.023,0.19058,0.00098,1.937,0.023,0.19003,0.00101,2684,27,2742,9,2.1
242695,242695.1,242695.1.pdf,I,10,10.1,205,211,1.03,0.014,1.897,0.023,0.19024,0.00105,1.897,0.023,0.19011,0.00106,2730,28,2743,9,0.5
242695,242695.1,242695.1.pdf,I,7,7.1,142,147,1.03,0.052,1.917,0.025,0.19068,0.00115,1.918,0.025,0.19022,0.00118,2705,29,2744,10,1.4
242695,242695.1,242695.1.pdf,I,2,2.1,248,282,1.14,-0.010,1.864,0.021,0.19084,0.00088,1.864,0.021,0.19093,0.00089,2769,26,2750,8,-0.7
242695,242695.1,242695.1.pdf,I,13,13.1,165,160,0.97,0.074,1.943,0.024,0.19169,0.00108,1.944,0.024,0.19102,0.00112,2675,28,2751,10,2.8
242695,242695.1,242695.1.pdf,I,4,4.1,240,293,1.22,-0.031,1.913,0.022,0.19092,0.00091,1.912,0.022,0.19120,0.00092,2712,26,2753,8,1.5
242695,242695.1,242695.1.pdf,I,16,16.1,238,243,1.02,0.012,1.923,0.023,0.19163,0.00096,1.923,0.023,0.19152,0.00097,2699,26,2755,8,2.0
242695,242695.1,242695.1.pdf,I,11,11.1,467,881,1.89,0.050,1.853,0.020,0.19206,0.00067,1.854,0.020,0.19161,0.00068,2781,25,2756,6,-0.9
242695,242695.1,242695.1.pdf,I,17,17.1,276,353,1.28,0.020,1.898,0.022,0.19180,0.00088,1.898,0.022,0.19162,0.00089,2728,26,2756,8,1.0
242695,242695.1,242695.1.pdf,I,14,14.1,243,236,0.97,0.046,1.893,0.022,0.19211,0.00095,1.894,0.022,0.19170,0.00098,2733,27,2757,8,0.9
242695,242695.1,242695.1.pdf,I,9,9.1,244,291,1.19,0.000,1.845,0.022,0.19180,0.00093,1.845,0.022,0.19180,0.00093,2792,27,2758,8,-1.2
242695,242695.1,242695.1.pdf,I,5,5.1,129,139,1.08,-0.040,1.824,0.025,0.19168,0.00125,1.824,0.025,0.19204,0.00128,2819,31,2760,11,-2.1
242695,242695.1,242695.1.pdf,I,3,3.1,295,415,1.40,0.042,1.884,0.029,0.19251,0.00082,1.885,0.029,0.19213,0.00083,2744,35,2761,7,0.6
242695,242695.1,242695.1.pdf,I,6,6.1,345,472,1.37,-0.007,1.937,0.021,0.19211,0.00074,1.937,0.021,0.19217,0.00074,2683,24,2761,6,2.8
242695,242695.1,242695.1.pdf,I,12,12.1,182,239,1.31,0.040,1.929,0.023,0.19284,0.00102,1.930,0.023,0.19249,0.00104,2692,27,2764,9,2.6
242695,242695.1,242695.1.pdf,I,1,1.1,117,120,1.03,0.022,1.923,0.026,0.19442,0.00212,1.923,0.026,0.19423,0.00213,2699,31,2778,18,2.9
242908,242908.1,242908.1.pdf,I,13,10.1,284,75,0.27,0.130,3.158,0.028,0.10988,0.00067,3.162,0.028,0.10876,0.00076,1771,14,1779,13,0.4
242908,242908.1,242908.1.pdf,I,12,9.1,158,87,0.55,0.112,3.115,0.033,0.11022,0.00088,3.119,0.033,0.10924,0.00098,1793,17,1787,16,-0.3
242908,242908.1,242908.1.pdf,I,20,17.1,177,76,0.43,0.040,3.117,0.031,0.10959,0.00082,3.119,0.031,0.10924,0.00086,1793,16,1787,14,-0.3
242908,242908.1,242908.1.pdf,I,17,14.1,186,66,0.35,0.000,3.180,0.032,0.10930,0.00080,3.180,0.032,0.10930,0.00080,1763,15,1788,13,1.4
242908,242908.1,242908.1.pdf,I,11,8.1,125,58,0.46,0.029,3.132,0.036,0.10971,0.00097,3.133,0.036,0.10946,0.00101,1786,18,1790,17,0.3
242908,242908.1,242908.1.pdf,I,9,6.2,162,34,0.21,0.000,3.195,0.033,0.10961,0.00083,3.195,0.033,0.10961,0.00083,1755,16,1793,14,2.1
242908,242908.1,242908.1.pdf,I,16,13.1,247,58,0.24,0.318,3.134,0.029,0.11261,0.00071,3.144,0.029,0.10985,0.00093,1780,14,1797,15,0.9
242908,242908.1,242908.1.pdf,I,15,12.1,211,49,0.23,0.017,3.118,0.030,0.11012,0.00077,3.119,0.030,0.10998,0.00078,1793,15,1799,13,0.3
242908,242908.1,242908.1.pdf,I,1,1.1,187,82,0.44,-0.020,3.183,0.032,0.10989,0.00083,3.182,0.032,0.11007,0.00085,1762,16,1801,14,2.2
242908,242908.1,242908.1.pdf,I,10,7.1,191,72,0.38,-0.038,3.127,0.031,0.10976,0.00080,3.126,0.031,0.11009,0.00084,1789,16,1801,14,0.7
242908,242908.1,242908.1.pdf,I,3,2.2,349,86,0.25,0.095,3.140,0.027,0.11093,0.00062,3.143,0.027,0.11010,0.00068,1781,13,1801,11,1.1
242908,242908.1,242908.1.pdf,I,18,15.1,194,85,0.44,-0.073,3.137,0.031,0.10950,0.00078,3.135,0.031,0.11014,0.00084,1785,15,1802,14,0.9
242908,242908.1,242908.1.pdf,I,7,5.1,128,47,0.37,0.057,3.104,0.035,0.11065,0.00097,3.106,0.035,0.11015,0.00104,1799,18,1802,17,0.1
242908,242908.1,242908.1.pdf,I,19,16.1,108,55,0.51,-0.067,3.189,0.038,0.10984,0.00105,3.187,0.038,0.11042,0.00113,1759,19,1806,19,2.6
242908,242908.1,242908.1.pdf,I,21,18.1,189,92,0.49,-0.077,3.170,0.031,0.10979,0.00081,3.167,0.031,0.11046,0.00088,1769,15,1807,14,2.1
242908,242908.1,242908.1.pdf,I,4,3.1,182,81,0.45,0.000,3.215,0.032,0.11066,0.00081,3.215,0.032,0.11066,0.00081,1746,15,1810,13,3.6
242908,242908.1,242908.1.pdf,I,5,4.1,454,255,0.56,0.803,3.197,0.025,0.11837,0.00121,3.223,0.025,0.11138,0.00144,1742,12,1822,23,4.4
242908,242908.1,242908.1.pdf,I,6,4.2,280,84,0.30,-0.094,3.153,0.028,0.11063,0.00069,3.150,0.028,0.11144,0.00075,1777,14,1823,12,2.5
242908,242908.1,242908.1.pdf,I,14,11.1,126,62,0.50,-0.115,3.200,0.036,0.11065,0.00099,3.196,0.036,0.11164,0.00111,1755,18,1826,18,3.9
242908,242908.1,242908.1.pdf,I,22,19.1,166,90,0.55,-0.065,3.133,0.032,0.11115,0.00086,3.131,0.032,0.11172,0.00092,1787,16,1828,15,2.2
242908,242908.1,242908.1.pdf,X,2,2.1,827,231,0.28,0.100,2.776,0.020,0.12634,0.00041,2.779,0.020,0.12546,0.00045,1981,12,2035,6,2.7
242908,242908.1,242908.1.pdf,X,8,6.1,455,202,0.44,0.347,2.177,0.017,0.16216,0.00058,2.185,0.017,0.15908,0.00071,2429,16,2446,8,0.7
242931,242931.1,242931.1.pdf,I,16,16.1,72,63,0.87,0.195,2.919,0.039,0.11408,0.00130,2.924,0.039,0.11238,0.00155,1896,22,1838,25,-3.1
242931,242931.1,242931.1.pdf,I,19,19.1,100,143,1.43,0.059,3.013,0.034,0.11318,0.00100,3.015,0.034,0.11266,0.00106,1847,18,1843,17,-0.2
242931,242931.1,242931.1.pdf,I,4,4.1,279,220,0.79,0.205,2.997,0.026,0.11457,0.00067,3.003,0.026,0.11277,0.00081,1853,14,1845,13,-0.4
242931,242931.1,242931.1.pdf,I,12,12.1,157,98,0.62,0.449,2.929,0.029,0.11694,0.00089,2.943,0.029,0.11301,0.00126,1886,16,1848,20,-2.0
242931,242931.1,242931.1.pdf,I,14,14.1,96,72,0.75,0.168,3.076,0.035,0.11454,0.00107,3.082,0.036,0.11307,0.00126,1812,18,1849,20,2.0
242931,242931.1,242931.1.pdf,I,11,11.1,109,95,0.87,0.195,2.942,0.033,0.11484,0.00106,2.948,0.033,0.11314,0.00127,1883,19,1850,20,-1.8
242931,242931.1,242931.1.pdf,I,7,7.1,97,82,0.84,0.037,3.080,0.036,0.11364,0.00114,3.081,0.036,0.11332,0.00119,1812,19,1853,19,2.2
242931,242931.1,242931.1.pdf,I,2,2.1,91,122,1.34,0.316,3.005,0.065,0.11657,0.00117,3.015,0.065,0.11381,0.00153,1847,35,1861,24,0.8
242931,242931.1,242931.1.pdf,I,20,20.1,157,123,0.78,-0.023,2.979,0.030,0.11420,0.00089,2.979,0.030,0.11440,0.00091,1866,16,1870,14,0.2
242931,242931.1,242931.1.pdf,I,6,6.1,240,144,0.60,0.041,2.968,0.026,0.11488,0.00069,2.969,0.026,0.11452,0.00072,1871,14,1872,11,0.0
242931,242931.1,242931.1.pdf,I,13,13.1,175,143,0.81,0.019,2.928,0.030,0.11509,0.00082,2.929,0.030,0.11493,0.00084,1894,17,1879,13,-0.8
242931,242931.1,242931.1.pdf,I,15,15.1,194,176,0.91,0.035,3.046,0.028,0.11531,0.00079,3.047,0.028,0.11500,0.00082,1830,15,1880,13,2.7
242931,242931.1,242931.1.pdf,I,10,10.1,146,166,1.14,0.255,3.145,0.032,0.11731,0.00091,3.153,0.032,0.11508,0.00113,1776,16,1881,18,5.6
242931,242931.1,242931.1.pdf,I,1,1.1,137,159,1.16,0.106,3.041,0.032,0.11615,0.00097,3.044,0.032,0.11522,0.00107,1831,17,1883,17,2.8
242931,242931.1,242931.1.pdf,I,17,17.1,123,113,0.92,-0.161,2.973,0.046,0.11392,0.00096,2.969,0.046,0.11533,0.00112,1872,25,1885,17,0.7
242931,242931.1,242931.1.pdf,I,3,3.1,204,301,1.47,0.051,2.995,0.028,0.11594,0.00077,2.997,0.028,0.11550,0.00081,1856,15,1888,13,1.7
242931,242931.1,242931.1.pdf,I,9,9.1,165,159,0.96,-0.134,2.973,0.029,0.11466,0.00083,2.969,0.029,0.11583,0.00094,1871,16,1893,15,1.1
242931,242931.1,242931.1.pdf,I,8,8.1,81,118,1.46,-0.116,3.002,0.037,0.11489,0.00115,2.999,0.037,0.11590,0.00129,1855,20,1894,20,2.0
242931,242931.1,242931.1.pdf,I,18,18.1,228,177,0.78,0.000,2.991,0.027,0.11620,0.00074,2.991,0.027,0.11620,0.00074,1859,15,1899,11,2.1
242931,242931.1,242931.1.pdf,D,5,5.1,162,177,1.09,0.482,3.477,0.034,0.11870,0.00096,3.494,0.034,0.11449,0.00137,1622,14,1872,22,13.3
245105,245105.1,245105.1.pdf,I,16,15.1,94,69,0.74,-0.028,1.991,0.020,0.17979,0.00099,1.991,0.020,0.18004,0.00100,2624,22,2653,9,1.1
245105,245105.1,245105.1.pdf,I,12,11.1,82,64,0.78,0.048,2.006,0.032,0.18054,0.00105,2.007,0.032,0.18012,0.00108,2607,34,2654,10,1.8
245105,245105.1,245105.1.pdf,I,17,16.1,91,57,0.63,0.073,2.070,0.021,0.18083,0.00101,2.071,0.021,0.18018,0.00105,2540,21,2655,10,4.3
245105,245105.1,245105.1.pdf,I,7,6.1,80,48,0.60,-0.051,2.020,0.022,0.18004,0.00109,2.019,0.022,0.18050,0.00113,2594,23,2658,10,2.4
245105,245105.1,245105.1.pdf,I,8,7.1,101,62,0.61,0.203,2.018,0.020,0.18240,0.00098,2.022,0.020,0.18059,0.00109,2590,21,2658,10,2.6
245105,245105.1,245105.1.pdf,I,11,10.1,68,42,0.62,0.357,2.046,0.023,0.18378,0.00120,2.054,0.024,0.18060,0.00142,2558,24,2658,13,3.8
245105,245105.1,245105.1.pdf,I,18,17.1,114,87,0.76,0.000,2.015,0.019,0.18061,0.00089,2.015,0.019,0.18061,0.00089,2598,20,2658,8,2.3
245105,245105.1,245105.1.pdf,I,6,5.2,113,80,0.71,0.048,2.035,0.020,0.18107,0.00093,2.036,0.020,0.18064,0.00095,2576,21,2659,9,3.1
245105,245105.1,245105.1.pdf,I,1,1.1,102,79,0.78,-0.045,2.007,0.040,0.18051,0.00105,2.006,0.040,0.18091,0.00107,2608,43,2661,10,2.0
245105,245105.1,245105.1.pdf,I,9,8.1,106,77,0.72,0.041,1.961,0.020,0.18135,0.00098,1.962,0.020,0.18099,0.00100,2656,22,2662,9,0.2
245105,245105.1,245105.1.pdf,I,15,14.1,108,70,0.64,0.077,2.044,0.020,0.18182,0.00095,2.046,0.020,0.18113,0.00099,2566,21,2663,9,3.7
245105,245105.1,245105.1.pdf,I,19,18.1,85,62,0.73,0.000,2.020,0.021,0.18145,0.00104,2.020,0.021,0.18145,0.00104,2593,23,2666,10,2.8
245105,245105.1,245105.1.pdf,I,13,12.1,86,41,0.48,-0.034,1.995,0.022,0.18120,0.00109,1.995,0.022,0.18150,0.00111,2620,23,2667,10,1.8
245105,245105.1,245105.1.pdf,I,4,4.1,110,98,0.89,0.035,2.000,0.019,0.18208,0.00091,2.001,0.019,0.18177,0.00093,2613,21,2669,8,2.1
