sample_id,geochronid,analysis_document,local_pdf_path,pdf_download_status,parse_status,row_parser_used,table_rows_extracted,group_counts,non_d_rows,d_rows,has_group_I,sample_hint_from_table,interpretation_notes,error,sample_dlat,sample_dlong,siteid,tectonic_unit,analysis_doc_link,originator_name,location_join_mode,location_conflict_flag,sample_group_ims_overall,sample_group_ims_basis,sample_group_counts_all_codes
242491,242491.1,242491.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242491.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,21,D:2; I:17; X:2,19,2,Y,,"The analyses are concordant to moderately discordant (Fig. 3). Two analyses are >5% discordant. The dates obtained from these two analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. The remaining Group I comprises 17 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2701 ± 5 Ma (MSWD = The date of 2701 ± 5 Ma for the 17 analyses in Group I is interpreted as the magmatic crystallization age of the",,-26.855067,116.821521,TJIKAL190117,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242491.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:2; I:17; X:2
242492,242492.1,242492.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242492.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,21,I:15; P:6,21,0,Y,242492.0,"The analyses are concordant to moderately discordant (Fig. 4), and form two groups, based on their 207Pb*/206Pb* and Group I comprises 15 analyses of 13 zircon cores and rims (Table 1), which yield a weighted mean 207Pb*/206Pb* date of The date of 2741 ± 4 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age. The dates of 2713– Figure 3. Cathodoluminescence image of representative zircons from sample 242492: migmatitic gneiss, Reserve",,-27.091926,116.41048,TJIMUR190001,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242492.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:15; P:6
242493,242493.1,242493.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242493.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,18,I:18,18,0,Y,,"The analyses are concordant to moderately discordant (Fig. 4), and form a single group, based on their 207Pb*/206Pb* Group I comprises 18 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2687 ± 4 Ma (MSWD = The date of 2687 ± 4 Ma for the 18 analyses in Group I is interpreted as the age of igneous crystallization. Figure 3. Cathodoluminescence image of representative zircons from sample 242493: metagranodiorite",,-27.091926,116.41048,TJIMUR190001,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242493.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:18
242497,242497.1,242497.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242497.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,20,D:1; X:19,19,1,N,,"The analyses are concordant to moderately concordant (Fig. 4). One analysis is >5% discordant. The date obtained from this analysis (Group D; Table 1) is unreliable, and considered not to be geologically significant. The remaining 19 analyses analyses in Group X yield a weighted mean 207Pb*/206Pb* date of 3040 ± 3 Ma (MSWD = 0.78), interpreted as the age of",,-27.236666,116.32695,TJIMUR190010,Yilgarn Craton,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242497.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; X:19
242498,242498.1,242498.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242498.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,42,D:5; S:36; Y:1,37,5,N,,"The analyses are concordant to moderately discordant (Fig. 3). Five analyses are >5% discordant. The dates obtained from these five analyses (Group D; Table 1) are unreliable, and are considered not to be geologically significant. The remaining Ma (1σ) for the single analysis in Group Y represents a maximum age of deposition for the sedimentary precursor. A more conservative estimate of the maximum depositional age can be based on the weighted mean 207Pb*/206Pb* date of 3037 ± from 37 analyses. This is interpreted as the age of the dominant zircon-crystallizing rock in the detrital source region, or the age of a detrital component within sediments that have been reworked into this rock.",,-27.236976,116.32647,TJIMUR190009,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242498.1.pdf,Ivanic T.J.,sample_id+geochronid,,S,S/Y present (no M),D:5; S:36; Y:1
242634,242634.1,242634.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242634.1.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,18,I:18,18,0,Y,,"The analyses are concordant to slightly discordant (Fig. 3), and form a single group, based on their 207Pb*/206Pb* ratios. Group I comprises 18 analyses (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2627 ± 6 Ma (MSWD = The date of 2627 ± 6 Ma for the 18 analyses in Group I is interpreted as the igneous crystallization age.",,-29.169507,116.216,TJIKNK190050,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242634.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:18
242652,242652.1,242652.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242652.1.pdf,DOWNLOADED,OK,STRICT_20COL,36,D:4; I:14; P:1; X:17,32,4,Y,242652.0,"The analyses are concordant to strongly discordant (Fig. 3). Four analyses are >5% discordant. The dates are unreliable, and considered not to be geologically which yield a weighted mean 207 Pb*/ 206 Pb* date Baxter, JL and Lipple, SL 1985, Perenjori, WA Sheet SH 50-6: which yield a weighted mean 207Pb*/ 206Pb* date of Australia, Memoir 3, p. 32–60.",,-29.236607,116.303641,TJIKNK190086,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242652.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; I:14; P:1; X:17
242672,242672.1,242672.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242672.1.pdf,DOWNLOADED,OK,STRICT_20COL,17,I:17,17,0,Y,242672.0,"The analyses are concordant to moderately discordant Figure 1. Hand specimen image of sample 242672: felsic metavolcanic rock, Solomon Figure 2. Cathodoluminescence image of all zircons from sample 242672: felsic a weighted mean 207Pb*/206Pb* date of 3002 ± 4 Ma is interpreted as the igneous crystallization age of the Geological Survey of Western Australia, 4p.",,-29.373367,116.351661,TJIKNK190115,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242672.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:17
242683,242683.1,242683.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242683.1.pdf,DOWNLOADED,NO_TABLE_ROWS_PARSED,,0,,0,0,N,,"The analyses are concordant to strongly discordant (Fig. 3). Eleven analyses are >5% discordant. The dates obtained from these 11 analyses (Group D; Table 1) are unreliable and are considered not to be geologically significant. The remaining 23 Group I comprises seven analyses of five zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2793 ± 8 analyses of 13 zircons in Group X yield a weighted mean 207Pb*/206Pb* date of 2947 ± 5 Ma (MSWD = 1.2). The date of 2793 ± 8 Ma for the seven analyses in Group I is interpreted as the magmatic crystallization age. The dates of 14 analyses in Group X is interpreted as the age of an inherited component.",,-28.646077,116.39351,TJIGUL190012,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242683.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No matching spot rows; default I,
242695,242695.1,242695.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242695.1.pdf,DOWNLOADED,OK,STRICT_20COL,17,I:17,17,0,Y,242695.0,"forms subhedral to euhedral crystals up to 2 mm in size, The analyses are concordant to slightly discordant (Fig. 3), Quartz is anhedral, irregular, interstitial to feldspars, a weighted mean 207Pb*/ 206Pb* date of 2754 ± 4 Ma equant laths up to 1 mm long, locally replaced by chlorite. is interpreted as the magmatic crystallization age of the Figure 1. Hand specimen image of sample 242695: hornblende metamonzonite, Olivers Figure 2. Cathodoluminescence image of representative zircons from sample 242695:",,-28.649527,116.35058,TJIGUL190037,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242695.1.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:17
242908,242908.1,242908.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242908.1.pdf,DOWNLOADED,OK,STRICT_20COL,22,I:20; X:2,22,0,Y,242908.0,"The analyses are concordant to slightly discordant (Fig. 3), Explanatory Notes extract, viewed 08 September 2021, <www.dmp. which yield a weighted mean 207Pb*/ 206Pb* date of wa.gov.au/ens>. is interpreted as the igneous crystallization age. The dates late Paleoproterozoic Duck Creek Formation, Western Australia:",,-21.88962,116.074216,DMMHAM001060,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242908.1.pdf,Martin D.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:20; X:2
242931,242931.1,242931.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/242931.1.pdf,DOWNLOADED,OK,STRICT_20COL,20,D:1; I:19,19,1,Y,242931.0,"The analyses are concordant to moderately discordant Stacey, JS and Kramers, JD 1975, Approximation of terrestrial lead isotope (Fig. 3). One analysis is >6% discordant. The date obtained evolution by a two-stage model: Earth and Planetary Science Letters, from this analysis (Group D; Table 1) is unreliable, v. 26, p. 207–221. a weighted mean 207Pb*/ 206Pb* date of 1873 ± 9 Ma (P_-WYj-b): Geological Survey of Western Australia, WA is interpreted as the igneous crystallization age of the Wingate, MTD, Lu, Y, Fielding, IOH and Johnson, SP 2019, 219580: felsic",,-22.479868,116.515888,DMMMSG000012,Capricorn Orogen,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/242931.1.pdf,Martin D.M.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:1; I:19
245105,245105.1,245105.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/245105.1.pdf,DOWNLOADED,OK,STRICT_20COL,19,I:19,19,0,Y,245105.0,"The analyses are concordant to moderately discordant 6p. a weighted mean 207Pb*/206Pb* date of 2664 ± 4 Ma porphyritic dacite, Four Mile Hill; Geochronology Record 1759: is interpreted as the igneous crystallization age of the porphyritic microgranite, Kanowna Consuls mine; Geochronology",,-30.617644,121.565329,RHSEGS000249,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/245105.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:19
245115,245115.1,245115.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/245115.1.pdf,DOWNLOADED,OK,STRICT_20COL,32,D:3; I:19; P:10,29,3,Y,245115.0,"The analyses are concordant to moderately discordant (Fig. 3). Three analyses are >5% discordant. The dates are unreliable, and are considered not to be geologically tabular, and up to 2 mm long. Pyrite is subhedral to which yield a weighted mean 207Pb*/ 206Pb* date of Figure 2. Cathodoluminescence image of representative zircons from sample 245115: is interpreted as the igneous crystallization age of the",,-30.595585,121.609469,RHSEGS000251,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/245115.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:3; I:19; P:10
245122,245122.1,245122.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/245122.1.pdf,DOWNLOADED,OK,STRICT_20COL,26,D:6; I:12; P:8,20,6,Y,245122.0,"The analyses are concordant to strongly discordant Australia, Report 55, 80p. (Fig. 3). Six analyses are >7% discordant. The dates Rasmussen, B, Mueller, AG and Fletcher, IR 2009, Zirconolite and are unreliable, and are considered not to be geologically Mile Dolerite sill and gold mineralization at the Mt Charlotte mine, which yield a weighted mean 207Pb*/ 206Pb* date of and sedimentation related to episodic granite emplacement during the is interpreted as the igneous crystallization age of the",,-30.468297,120.935801,RHSEGS000252,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/245122.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:6; I:12; P:8
245127,245127.1,245127.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/245127.1.pdf,DOWNLOADED,OK,STRICT_20COL,16,I:15; P:1,16,0,Y,245127.0,"The analyses are concordant to slightly discordant (Fig. 3), Mile Dolerite sill and gold mineralization at the Mt Charlotte mine, a weighted mean 207Pb*/206Pb* date of 2682 ± 4 Ma and sedimentation related to episodic granite emplacement during the is interpreted as the igneous crystallization age of the",,-30.990906,121.44032,RHSEGS000253,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/245127.1.pdf,Smithies R.H.,sample_id+geochronid,,I,No S/M groups present; forced to I,I:15; P:1
248205,248205.1,248205.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/248205.1.pdf,DOWNLOADED,OK,STRICT_20COL,80,D:1; S:78; Y:1,79,1,N,248205.0,"This sample was analysed on 19–20 and 25–26 November The analyses are concordant to moderately discordant 2021, using SHRIMP-B. Analyses 1.1 to 40.1 (spot (Fig. 3). One analysis is >5% discordant. The date together with 10 analyses of the M257 standard, which unreliable, and considered not to be geologically according to the model of Stacey and Kramers (1975). can be based on the weighted mean date of 2669 ± 2 Ma",,-31.512976,116.205931,TJISWT000015,South West Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/248205.1.pdf,Ivanic T.J.,sample_id+geochronid,,S,S/Y present (no M),D:1; S:78; Y:1
248284,248284.2,248284.2.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/248284.2.pdf,DOWNLOADED,OK_UPBDATA,UPBDATA_LINK,19,D:4; I:15,15,4,Y,248284.0,"The analyses are concordant to strongly discordant (Fig. 3). Four analyses are >5% discordant. The dates obtained from these four analyses (Group D; Table 1) are unreliable and considered not to be geologically significant. The remaining 15 Group I comprises 15 analyses of 15 zircons (Table 1), which yield a weighted mean 207Pb*/206Pb* date of 2639 ± 7 Ma The date of 2639 ± 7 Ma for the 15 analyses in Group I is interpreted as the igneous crystallization age of the",,-32.164037,118.45143,TJISWT000026,Youanmi Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/248284.2.pdf,Ivanic T.J.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:4; I:15
249438,249438.1,249438.1.pdf,/Users/lucymathieson/Peak-Picking-v2/LeadLoss/reports/gswa_missing_pdfs/249438.1.pdf,DOWNLOADED,OK,STRICT_20COL,37,D:10; I:21; X:6,27,10,Y,249438.0,"rounded, transparent, and up to 2 mm in size. Some quartz The analyses are concordant to strongly discordant granoblastic mosaic of unstrained grains, and some are are >5% discordant. The dates obtained from these new grains. Although most plagioclase and quartz occurs as 12 analyses (Group D; Table 1) are unreliable, and Figure 2. Cathodoluminescence image of representative zircons from sample 249438: is interpreted as the igneous crystallization age of the publication analyses in Group X is interpreted as age of an inherited",,-28.454293,120.890084,JRLLEO000002,Kalgoorlie Terrane,https://dasc.dmirs.wa.gov.au/download/Metadata?fileName=Geochron/pdfs/249438.1.pdf,Lowrey J.R.,sample_id+geochronid,,I,No S/M groups present; forced to I,D:10; I:21; X:6
